instance_id,graph,method,initialization,seed,success,first_success_step,minimum_normalized_gap,final_step,final_gap,final_normalized_gap,final_pstar,final_dominant_probability,final_dominant_gap,final_gradient_rms,final_gradient_ratio,final_fisher_condition,final_fisher_rank,final_target_cosine,final_transverse_ratio,boundary_trap,mean_accepted_alpha
ising_confirmatory_01,chain,adam,random,0,0,,6.384545269450575,199,2.177300825205755,6.384545269450575,1.3134105536628598e-13,0.982213473678226,2.080233185073201,0.0218233738602292,0.032666723587641,189.3015461812764,31,0.1472916600018254,6.715201004838439,0,
ising_confirmatory_01,chain,adam,random,19,0,,13.695726059434218,199,4.6706091651793145,13.695726059434218,2.2870133945851414e-18,0.9715722956351698,4.604424359459625,0.014505702971388,0.0293347231107529,974.8909855832038,31,0.252883533867926,3.825858935926565,0,
ising_confirmatory_01,chain,adam,random,42,0,,6.869532266173022,199,2.342694372218496,6.869532266173022,3.5820699137893463e-08,0.9812159415389444,2.2423465086226777,0.0237005285721477,0.0406972499732583,229.1490705604756,31,0.3698559467620328,2.5120296711759544,0,
ising_confirmatory_01,chain,adam,random,50,0,,7.870585324082771,199,2.684080259086709,7.870585324082771,4.412221563275604e-16,0.9804275293226532,2.600901528814081,0.018677468144863,0.0254999521435575,221.87217592658843,31,0.1969110276567785,4.979006883102152,0,
ising_confirmatory_01,chain,adam,random,101,0,,12.448249093096598,199,4.245186129770904,12.448249093096598,6.344817182438639e-17,0.9812897592446108,4.163857450456369,0.017840062100325,0.0207020770506068,210.6974846578343,31,0.4225226097975709,2.1450979500473584,0,
ising_confirmatory_01,chain,adam,target_biased,0,0,,9.39472049328323,199,3.203851146686798,9.39472049328323,9.253212676727006e-07,0.9792275090484328,3.120900011240426,0.0199501950649786,0.0324649462558759,743.5093452403098,31,0.5721763936567368,1.4333527089327651,0,
ising_confirmatory_01,chain,adam,target_biased,19,0,,9.082317178015431,199,3.097313254413677,9.082317178015431,9.918210047930263e-15,0.897201846282759,2.821602066909101,0.1035423846246792,0.206514381416754,7850.127819714303,31,0.4693152126852096,1.88153011890409,0,
ising_confirmatory_01,chain,adam,target_biased,42,0,,0.255436793879588,199,0.087110783717538,0.255436793879588,0.9829033743112796,0.9829033743112796,0.0,0.0192807114740348,0.0273033037625432,360.9515959229302,31,0.5549817759599821,1.4989005796428827,0,
ising_confirmatory_01,chain,adam,target_biased,50,0,,17.853375400527252,199,6.088478873863679,17.853375400527252,2.0679122359771987e-13,0.9825146500520688,6.024267936919749,0.013903734854521,0.0193548395039476,136.16834687467738,31,0.5024629745629108,1.7207212691046097,0,
ising_confirmatory_01,chain,adam,target_biased,101,0,,12.429214103250608,199,4.238694688744122,12.429214103250608,1.9095406619762704e-16,0.9834634492867872,4.163857450456369,0.0169431477179011,0.029432155886944,496.9135591956695,31,0.5979800098675404,1.3403642298546108,0,
ising_confirmatory_01,chain,exact_natural,target_biased,0,1,70.0,0.0305646070598095,70,0.0104233490976781,0.0305646070598095,0.9961680226279364,0.9961680226279364,0.0,0.0064602518635891,0.0105127658585661,439700212610.8388,8,0.4777607381797943,1.8387655746121307,0,1.0
ising_confirmatory_01,chain,exact_natural,target_biased,19,0,,6.575280102942621,70,2.2423465086226813,6.575280102942621,2.101369405038996e-55,0.9999999999999998,2.2423465086226777,2.2497580745005837e-16,4.48712282199163e-16,1.0,1,0.461893223557575,1.9202176901278871,0,1.0
